"","long","lat","distance_track","distance_watch","origin_lat","origin_long","origin_ref","destin_lat","destin_long","destin_ref","date_analyzed","max_category","watchzone_ref_long","watchzone_ref_lat","intersection_long","intersection_lat","intersect_ref_long","intersect_ref_lat"
"1691",-92.16,30.18,54.6452418047819,25.1132372567795,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.9826431274414,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1692",-92.02,30.18,49.2723484441457,22.8647044176504,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.9826431274414,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1693",-91.88,30.18,44.8380928634941,22.7549380053623,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8795166015625,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1694",-91.74,30.18,41.6434127092756,23.8027391544736,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8565902709961,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1695",-91.6,30.18,39.9865287595717,27.4603310726829,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8565902709961,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1696",-91.46,30.18,40.0587163137357,29.4317339480738,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.6159515380859,29.7766151428223,-91.5357360839844,29.6047306060791,-91.5,29.6
"1697",-91.32,30.18,41.8510289586644,33.0673433018954,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.6159515380859,29.7766151428223,-91.5357360839844,29.6047306060791,-91.5,29.6
"1698",-91.18,30.18,45.159117364179,38.1266187162184,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.598762512207,29.765157699585,-91.5357360839844,29.6047306060791,-91.5,29.6
"1699",-91.04,30.18,49.6811039982468,36.1440530071888,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.435661315918,30.1834144592285,-91.5357360839844,29.6047306060791,-91.5,29.6
"1700",-90.9,30.18,55.1190223880011,27.7714123666311,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.435661315918,30.1834144592285,-91.5357360839844,29.6047306060791,-91.5,29.6
"1701",-90.76,30.18,61.2293119307853,19.3989621649178,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.435661315918,30.1834144592285,-91.5357360839844,29.6047306060791,-91.5,29.6
