"","long","lat","distance_track","distance_watch","origin_lat","origin_long","origin_ref","destin_lat","destin_long","destin_ref","date_analyzed","max_category","watchzone_ref_long","watchzone_ref_lat","intersection_long","intersection_lat","intersect_ref_long","intersect_ref_lat"
"76",-80.54,25,38.5503745664889,27.488378306576,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-80.9474716186523,25.1471176147461,-80.3344116210938,25.5252685546875,-80.3,25.5
"77",-81.1,25.14,54.7942328408547,0.578977111294094,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-81.1079025268555,25.1356582641602,-80.3344116210938,25.5252685546875,-80.3,25.5
"78",-80.96,25.14,47.3373363728309,0.307745323845313,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-80.9646682739258,25.1413879394531,-80.3344116210938,25.5252685546875,-80.3,25.5
"79",-80.4,25.14,26.9686970791722,33.8046219853598,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-80.924560546875,25.2559795379639,-80.3344116210938,25.5252685546875,-80.3,25.5
"80",-81.1,25.28,50.7663427805755,1.38127010095435,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-81.0792541503906,25.2731685638428,-80.3344116210938,25.5252685546875,-80.3,25.5
"81",-80.82,25.28,34.7694623205557,6.59671284359878,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-80.918830871582,25.3132743835449,-80.3344116210938,25.5252685546875,-80.3,25.5
"82",-80.68,25.28,27.4667200120997,15.1154786873591,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-80.918830871582,25.3132743835449,-80.3344116210938,25.5252685546875,-80.3,25.5
"83",-80.54,25.28,21.2845509735495,23.8078610307048,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-80.918830871582,25.3132743835449,-80.3344116210938,25.5252685546875,-80.3,25.5
"84",-80.4,25.28,17.4570915953577,32.5349950703273,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-80.918830871582,25.3132743835449,-80.3344116210938,25.5252685546875,-80.3,25.5
"85",-81.1,25.42,48.370054515692,2.76164357485562,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-81.1136322021484,25.3820304870605,-80.3344116210938,25.5252685546875,-80.3,25.5
"86",-80.96,25.42,39.7471841427996,5.21528730769058,28.54306,-82.64401,1421,25.14179,-80.92534,1679,"12",5,-80.9990463256836,25.3533821105957,-80.3344116210938,25.5252685546875,-80.3,25.5
